tables,section,order,col_name,definition,source_abr,year_first,year_last
tjet_cy,,,ethnic,"ethnic/communal orientation of any rebel group (""Does the group state, or is it clear in other ways/from other sources that the rebel group either represents or purports to represent a specific ethnic group?)",UCDP CID,1989,2017
tjet_cy,,,sideb_regional,"regional orientation of any rebel group, carried forward",UCDP CID,1989,2017
tjet_cy,,,sideb_national,"national orientation of any rebel group, carried forward",UCDP CID,1989,2017
tjet_cy,,,sideb_subnational,"subnational orientation of any rebel group, carried forward",UCDP CID,1989,2017
tjet_cy,,,sideb_trp,"rebel group demand for post-conflict justice: call for truth and reconciliation processes, binary, carried forward",UCDP CID,1989,2017
tjet_cy,,,sideb_accountabiliy,"rebel group demand for post-conflict justice: accountability/prosecution/investigation, binary, carried forward",UCDP CID,1989,2017
tjet_cy,,,sideb_amnesty,"rebel group demand for post-conflict justice: amnesties, binary, carried forward",UCDP CID,1989,2017
tjet_cy,,,sideb_recognition,"rebel group demand for post-conflict justice: recognition of wrongdoing, binary, carried forward",UCDP CID,1989,2017
tjet_cy,,,sideb_restoration,"rebel group demand for post-conflict justice: compensation/restoration, binary, carried forward",UCDP CID,1989,2017
tjet_cy,,,bd_ucdp,best estimate for battle-related deaths,UCDP BRD,1989,2023
tjet_cy,,,bd_lo_ucdp,low estimate for battle-related deaths,UCDP BRD,1989,2023
tjet_cy,,,bd_hi_ucdp,high estimate for battle-related deaths,UCDP BRD,1989,2023
tjet_cy,,,bd_lacina,best estimate of annual battle fatalities or low estimate where best estimate is missing,PRIO Lacina,1946,2008
tjet_cy,,,bd_lo_lacina,low estimate of annual battle fatalities,PRIO Lacina,1946,2008
tjet_cy,,,bd_hi_lacina,high estimate of annual battle fatalities,PRIO Lacina,1946,2008
tjet_cy,,,bd_best,"best estimate for battle-related deaths, from UCDP, missing filled in with PRIO-Lacina first or conservative estimate based on UCDP intensity indicator",UCDP BRD & PRIO Lacina,1946,2023
tjet_cy,,,bd_low,"low estimate for battle-related deaths, from UCDP, missing filled in with PRIO-Lacina first or conservative estimate based on UCDP intensity indicator",UCDP BRD & PRIO Lacina,1946,2023
tjet_cy,,,bd_high,"high estimate for battle-related deaths, from UCDP, missing filled in with PRIO-Lacina first or conservative estimate based on UCDP intensity indicator",UCDP BRD & PRIO Lacina,1946,2023
tjet_cy,,,bd_cumu,cumulative count of battle-related deaths (bd_best),UCDP BRD & PRIO Lacina,1946,2023
tjet_cy,,,sb_exist_cy,The existence of state-based violence within the borders of a country in a given year. It is 1 if state-based violence occurs.,UCDP OVCY,1989,2023
tjet_cy,,,sb_dyad_count_cy,The number of state-based dyads engaging in organized violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_dyad_ids_cy,The IDs of state-based dyads engaging in organized violence within the borders of a country in a given year. NO_DYAD is coded when there was no relevant record in UCDP GED.,UCDP OVCY,1989,2023
tjet_cy,,,sb_dyad_names_cy,The names of state-based dyads engaging in organized violence within the borders of a country in a given year. NO_DYAD is coded when there was no relevant record in UCDP GED.,UCDP OVCY,1989,2023
tjet_cy,,,sb_deaths_parties_cy,The best estimate for fatalities of the parties in state-based violence (both inter- and intrastate) within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_deaths_civilians_cy,The best estimate for civilian fatalities in state-based violence (both inter- and intrastate) within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_deaths_unknown_cy,The best estimate for unknown fatalities in state-based violence (both inter- and intrastate) within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_total_deaths_best_cy,The best estimate for the total number of fatalities in state-based violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_total_deaths_high_cy,The high estimate for the total number of fatalities in state-based violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_total_deaths_low_cy,The low estimate for the total number of fatalities in state-based violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_intrastate_exist_cy,The existence of intrastate state-based violence within the borders of a country in a given year. It is 1 if intrastate state-based violence occurs.,UCDP OVCY,1989,2023
tjet_cy,,,sb_intrastate_dyad_count_cy,The number of intrastate state-based dyads engaging in organized violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_intrastate_dyad_ids_cy,The IDs of intrastate state-based dyads engaging in organized violence within the borders of a country in a given year. NO_DYAD is coded when there was no relevant record in UCDP GED.,UCDP OVCY,1989,2023
tjet_cy,,,sb_intrastate_dyad_names_cy,The names of intrastate state-based dyads engaging in organized violence within the borders of a country in a given year. NO_DYAD is coded when there was no relevant record in UCDP GED.,UCDP OVCY,1989,2023
tjet_cy,,,sb_intrastate_main_govt_inv_incomp_cy,The involvement of the government of the country in forming the incompatibility of at least one intrastate state-based violence within the borders of a country in a given year. It is 1 if the government of the country is among the parties forming the incompatibility of at least one intrastate state-based violence.,UCDP OVCY,1989,2023
tjet_cy,,,sb_intrastate_deaths_parties_cy,The best estimate for fatalities of the parties in intrastate state-based violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_intrastate_deaths_civilians_cy,The best estimate for civilian fatalities in intrastate state-based violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_intrastate_deaths_unknown_cy ,The best estimate for unknown fatalities in intrastate state-based violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_intrastate_deaths_best_cy,The best estimate for the total number of fatalities in intrastate state-based violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_intrastate_deaths_high_cy,The high estimate for the total number of fatalities in intrastate state-based violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_intrastate_deaths_low_cy,The low estimate for the total number of fatalities in intrastate state-based violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_interstate_exist_cy,The existence of interstate state-based violence within the borders of a country in a given year. It is 1 if interstate state-based violence occurs.,UCDP OVCY,1989,2023
tjet_cy,,,sb_interstate_dyad_count_cy,The number of interstate state-based dyads engaging in organized violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_interstate_dyad_ids_cy,The IDs of interstate state-based dyads engaging in organized violence within the borders of a country in a given year. NO_DYAD is coded when there was no relevant record in UCDP GED.,UCDP OVCY,1989,2023
tjet_cy,,,sb_interstate_dyad_names_cy,The names of interstate state-based dyads engaging in organized violence within the borders of a country in a given year. NO_DYAD is coded when there was no relevant record in UCDP GED.,UCDP OVCY,1989,2023
tjet_cy,,,sb_interstate_main_govt_inv_incomp_cy,The involvement of the government of the country in forming the incompatibility of at least one interstate state-based violence within the borders of a country in a given year. It is 1 if the government of the country is among the parties forming the incompatibility of at least one interstate state-based violence.,UCDP OVCY,1989,2023
tjet_cy,,,sb_interstate_deaths_parties_cy,The best estimate for fatalities of the parties in interstate state-based violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_interstate_deaths_civilians_cy,The best estimate for civilian fatalities in interstate state-based violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_interstate_deaths_unknown_cy,The best estimate for unknown fatalities in interstate state-based violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_interstate_deaths_best_cy,The best estimate for the total number of fatalities in interstate state-based violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_interstate_deaths_high_cy,The high estimate for the total number of fatalities in interstate state-based violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,sb_interstate_deaths_low_cy,The low estimate for the total number of fatalities in interstate state-based violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,ns_exist_cy,The existence of non-state violence within the borders of a country in a given year. It is 1 if non-state violence occurs.,UCDP OVCY,1989,2023
tjet_cy,,,ns_dyad_count_cy,The number of non-state dyads engaging in organized violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,ns_dyad_ids_cy,The IDs of non-state dyads engaging in organized violence within the borders of a country in a given year. NO_DYAD is coded when there was no relevant record in UCDP GED.,UCDP OVCY,1989,2023
tjet_cy,,,ns_dyad_names_cy,The names of non-state dyads engaging in organized violence within the borders of a country in a given year. NO_DYAD is coded when there was no relevant record in UCDP GED.,UCDP OVCY,1989,2023
tjet_cy,,,ns_deaths_parties_cy,The best estimate for fatalities of the parties in non-state violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,ns_deaths_civilians_cy,The best estimate for civilian fatalities in non-state violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,ns_deaths_unknown_cy,The best estimate for unknown fatalities in non-state violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,ns_total_deaths_best_cy,The best estimate for the total number of fatalities in non-state violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,ns_total_deaths_high_cy,The high estimate for the total number of fatalities in non-state violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,ns_total_deaths_low_cy,The low estimate for the total number of fatalities in non-state violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,os_exist_cy,The existence of one-sided violence within the borders of a country in a given year. It is 1 if one-sided violence occurs.,UCDP OVCY,1989,2023
tjet_cy,,,os_dyad_count_cy,The number actors carrying out one-sided violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,os_dyad_ids_cy,The IDs of one-sided incidents (dyad IDs) within the borders of a country in a given year. They are the dyad IDs stated on the UCDP Georeferenced Events Dataset. NO_DYAD is coded when there was no relevant record in UCDP GED.,UCDP OVCY,1989,2023
tjet_cy,,,os_dyad_names_cy,The names of one-sided actors engaging in organized violence within the borders of a country in a given year.  NO_DYAD is coded when there was no relevant record in UCDP GED.,UCDP OVCY,1989,2023
tjet_cy,,,os_main_govt_inv_cy,The involvement of the government of the country in one-sided violence within the borders of a country in a given year. It is 1 if the government of the country is involved in one-sided violence.,UCDP OVCY,1989,2023
tjet_cy,,,os_main_govt_killings_best_cy,The best estimate for the total number of fatalities in one-sided violence by the government of the country within the borders of the country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,os_main_govt_killings_high_cy,The high estimate for the total number of fatalities in one-sided violence by the government of the country within the borders of the country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,os_main_govt_killings_low_cy,The low estimate for the total number of fatalities in one-sided violence by the government of the country within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,os_any_govt_inv_cy,The involvement of any government actor in one-sided violence within the borders of a country in a given year. It is 1 if a government actor is involved in one-sided violence.,UCDP OVCY,1989,2023
tjet_cy,,,os_any_govt_killings_best_cy,The best estimate for the total number of fatalities in one-sided violence by the any government actors within the borders of a country in a given year. The figure includes one-sided violence by the government of the country -if applicable.,UCDP OVCY,1989,2023
tjet_cy,,,os_any_govt_killings_high_cy,The high estimate for the total number of fatalities in one-sided violence by the any government actors within the borders of a country in a given year. The figure includes one-sided violence by the government of the country -if applicable.,UCDP OVCY,1989,2023
tjet_cy,,,os_any_govt_killings_low_cy,The low estimate for the total number of fatalities in one-sided violence by the any government actors within the borders of a country in a given year. The figure includes one-sided violence by the government of the country -if applicable.,UCDP OVCY,1989,2023
tjet_cy,,,os_nsgroup_inv_cy,The involvement of any non-state group in one-sided violence within the borders of a country in a given year. It is 1 if a non-state group is involved in one-sided violence.,UCDP OVCY,1989,2023
tjet_cy,,,os_nsgroup_killings_best_cy,The best estimate for the total number of fatalities in one-sided violence by non-state groups within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,os_nsgroup_killings_high_cy,The high estimate for the total number of fatalities in one-sided violence by non-state groups within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,os_nsgroup_killings_low_cy,The low estimate for the total number of fatalities in one-sided violence by non-state groups within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,os_killings_unknown_cy,The best estimate for unknown fatalities in one-sided violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,os_total_deaths_best_cy,The best estimate for the total number of fatalities in one-sided violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,os_total_deaths_high_cy,The high estimate for the total number of fatalities in one-sided violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,os_total_deaths_low_cy,The low estimate for the total number of fatalities in one-sided violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,cumulative_total_deaths_parties_in_orgvio_cy,The best estimate for cumulative fatalities of the parties in organized violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,cumulative_total_deaths_civilians_in_orgvio_cy,The best estimate for cumulative civilian fatalities in organized violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,cumulative_total_deaths_unknown_in_orgvio_cy,The best estimate for cumulative unknown fatalities in organized violence within the borders of a country in a given year.,UCDP OVCY,1989,2023
tjet_cy,,,cumulative_total_deaths_in_orgvio_best_cy,"The best estimate for fatalities in organized violence within the borders of a country in a given year. It covers fatality estimates from all three types of violence: state-based, non-state, one-sided",UCDP OVCY,1989,2023
tjet_cy,,,cumulative_total_deaths_in_orgvio_high_cy,"The high estimate for fatalities in organized violence within the borders of a country in a given year. It covers fatality estimates from all three types of violence: state-based, non-state, one-sided",UCDP OVCY,1989,2023
tjet_cy,,,cumulative_total_deaths_in_orgvio_low_cy,"The low estimate for fatalities in organized violence within the borders of a country in a given year. It covers fatality estimates from all three types of violence: state-based, non-state, one-sided",UCDP OVCY,1989,2023
tjet_cy,,,area_csh,land area,CShapes,,
tjet_cy,,,area_rugged,land area,Shaver et al,,
tjet_cy,,,rugged_min,"ruggedness, min",Shaver et al,,
tjet_cy,,,rugged_max,"ruggedness, max",Shaver et al,,
tjet_cy,,,rugged_mean,"ruggedness, mean",Shaver et al,,
tjet_cy,,,rugged_range,"ruggedness, range",Shaver et al,,
tjet_cy,,,rugged_std,"ruggedness, standard deviation",Shaver et al,,
tjet_cy,,,rugged_sum,"ruggedness, sum",Shaver et al,,
tjet_cy,,,ef,"ethnic fractionalization index, calculated from EPR",EPR,1946,2021
tjet_cy,,,noncontig,"non-contiguous state, binary",Fearon & Laitin,,
tjet_cy,,,fl_mountainous,"mountainous terrain, %",Fearon & Laitin,1945,1999
tjet_cy,,,fl_mountainous_log,"mountainous terrain, log of %",Fearon & Laitin,1945,1999
